"decimalLongitude","decimalLatitude","eventDate","scientificName","country","stateProvince","locality","year"
-155.913961,19.493623,"2022-02-09T18:45:35","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.063014,19.723462,"2022-02-24T20:43:16","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.2389,19.413595,"2022-03-01T20:48","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.132202,19.512917,"2022-03-12T20:14","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.901429,19.479024,"2022-03-19T22:38:24","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.890625,19.435408,"2022-03-19T20:26:48","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.901488,19.479155,"2022-03-20T19:45:25","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.950881,19.584125,"2022-03-24T20:46:52","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.978514,19.609381,"2022-03-30T19:39:39","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.065628,19.48515,"2022-04-03T18:59:50","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.946424,19.621024,"2022-05-02T19:34:26","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.099304,19.682207,"2022-05-07T20:56:07","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-154.95473,19.569674,"2022-05-14T20:36:42","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.091374,19.520169,"2022-05-18T22:00:22","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-154.976814,19.57717,"2022-05-21T19:40:51","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.094192,19.808519,"2022-05-22T15:05:21","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.039947,19.714656,"2022-05-22T20:32:02","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.096011,19.81118,"2022-05-22T15:08","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.094253,19.808413,"2022-05-22T15:04:48","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.31362,19.914478,"2022-05-26T20:26","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.31362,19.914478,"2022-05-27T20:33","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.31362,19.914478,"2022-05-27T20:35","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.31362,19.914478,"2022-05-27T20:36","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.132209,19.90504,"2022-06-11T19:32:52","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.948789,19.718491,"2022-06-28T12:17:24","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.014103,19.733265,"2022-06-04T20:35","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.099415,19.748424,"2022-06-30T06:20:45","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.91707,19.490483,"2022-07-17T20:42:26","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.218889,19.435234,"2022-07-18T19:42:10","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.90628,19.498634,"2022-07-27T20:13:14","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.906428,19.498629,"2022-07-27T21:00:42","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.237139,19.42958,"2022-07-29T19:12:35","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.98323,19.722272,"2022-07-29T21:35:33","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.95968,19.607685,"2022-08-07T20:21:08","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.959709,19.60776,"2022-08-07T20:23:51","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.176573,19.432819,"2022-08-14T19:18:27","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.989945,19.720217,"2022-09-04T10:28","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.026917,19.559453,"2022-09-04T08:07:37","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.965658,19.703554,"2022-09-05T23:02","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.965658,19.703554,"2022-09-05T22:57","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.965658,19.703554,"2022-09-05T22:51","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.965658,19.703554,"2022-09-05T22:48","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-154.916566,19.530925,"2022-09-24T07:23:45","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.25836,19.428742,"2022-09-20T20:21","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.960185,19.611318,"2022-09-13T07:20","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.466186,19.496157,"2022-09-26T20:38:15","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-154.994812,19.522738,"2022-10-05T19:48:24","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.253403,19.419517,"2022-10-09T18:57:07","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.224063,19.436155,"2022-10-13T20:39:29","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.130623,19.68721,"2022-10-01T21:34","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.130594,19.687084,"2022-10-01T21:38","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.130539,19.687046,"2022-10-01T23:05","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.09386,19.809425,"2022-10-15T13:22","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.986267,19.686867,"2022-10-20T20:00:31","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.88697,19.926154,"2022-10-25T19:24","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.221635,19.436808,"2022-10-04T20:40","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-154.91805,19.476191,"2022-10-29T19:38","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.962115,19.56377,"2022-10-25T18:50","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.943469,19.577145,"2022-10-17T20:41","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.943514,19.577146,"2022-10-17T20:47","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.086492,19.7088,"2022-11-09T20:03:48","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.923332,19.489476,"2022-11-11T19:04:30","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.059454,19.700326,"2022-11-19T20:17:19","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.945114,19.615497,"2022-11-19T21:55:14","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.834483,20.218947,"2022-11-29T18:28:22","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-154.915069,19.506392,"2022-11-30T05:39","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.130028,19.72096,"2022-12-01T08:20:10","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-154.966356,19.58313,"2022-12-03T19:46","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.986562,19.625327,"2022-12-06T20:10:02","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.96747,19.69565,"2022-12-07T19:44:49","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2022
-155.231841,19.977526,"2021-01-04T05:19:49","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-154.95163,19.512403,"2021-03-26T19:55:39","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.964595,19.558614,"2021-04-04T22:01","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.949732,19.619447,"2021-04-13T20:59:27","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-154.967027,19.583336,"2021-04-15T00:37","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.086014,19.725338,"2021-04-14T21:09:27","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.166611,19.494475,"2021-04-16T22:48:47","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.231738,19.431169,"2021-04-27T18:51:29","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.985337,19.723978,"2021-04-28T19:37:07","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.153224,19.757491,"2021-05-11T18:39:30","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.258006,19.426917,"2021-05-12T20:09:56","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.224988,19.433254,"2021-05-21T22:35:25","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.105287,19.488927,"2021-06-06T21:14Z","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.105545,19.488666,"2021-06-06T21:21Z","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.969152,19.691564,"2021-06-16T11:00:14","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.927543,19.668394,"2021-06-25","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.96191,19.561957,"2021-06-23T21:12","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-154.860337,19.541832,"2021-07-13T06:12","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.090928,19.753325,"2021-07-10T19:48:46","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-154.953049,19.511322,"2021-07-14T23:24:33","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.947716,19.706314,"2021-07-19T22:34:55","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.437021,20.039903,"2021-07-20T22:12:40","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.045894,19.648415,"2021-07-22T20:23:47","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.995085,19.643287,"2021-08-07T20:05","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-154.923119,19.46562,"2021-08-11T19:49:01","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.106403,19.674167,"2021-08-15T22:43","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-154.976396,19.430466,"2021-08-12T20:32","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.131,19.534538,"2021-08-10T19:26:19","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.264241,19.426106,"2021-10-10T01:09","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.922337,19.496025,"2021-10-14T19:23:17Z","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-154.861738,19.541147,"2021-10-15T22:04:29","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.777063,19.087202,"2021-11-04T18:27","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.638399,20.03767,"2021-11-16T01:08:16","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.769955,19.132207,"2021-11-24T20:32","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-156.040676,19.73641,"2021-12-29T19:00","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-155.066795,19.694954,"2021-12-29T20:45","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-154.947907,19.60591,"2021-12-29T22:00","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-154.948037,19.605833,"2021-12-30T21:48:37","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2021
-154.97532,19.592625,"2020-01-11T19:28:41","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2020
-155.256713,19.426508,"2020-01-06T09:14:02","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2020
-155.065628,19.485128,"2020-01-21T19:28:06","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2020
-155.890712,19.435133,"2020-01-24T20:07:09","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2020
-155.09375,19.81412,"2020-02-12T23:19:14","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2020
-155.096396,19.788502,"2020-02-07T12:50","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2020
-155.986747,19.680961,"2020-03-05T19:23:55","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2020
-154.906875,19.501283,"2020-03-01T00:32:07","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2020
-154.928965,19.465907,"2020-03-20T08:40","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2020
-154.845288,19.514955,"2020-09-29T12:55:58","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2020
-154.923157,19.548824,"2020-09-30T01:16:32","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2020
-154.901607,19.484039,"2020-10-05T17:17:34","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2020
-155.041855,19.734842,"2020-12-26T19:01:46","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2020
-155.113786,19.870145,"2020-12-30T19:01:09","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2020
-155.231458,19.97704,"2020-12-31T19:12","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2020
-155.231747,19.977116,"2020-12-31T12:57","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2020
-155.135497,19.723897,"2019-01-10T20:46:10","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-155.899359,19.467457,"2019-01-02T23:52:10Z","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-154.931131,19.399846,"2019-02-08T20:01Z","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-155.130582,19.687373,"2019-05-18T20:57","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-155.041337,19.734475,"2019-07-25T20:07:45Z","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-155.433578,20.192339,"2019-07-19T00:54","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-154.980363,19.567404,"2019-07-09T18:46","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-154.980199,19.567355,"2019-07-09T18:52","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-156.320533,20.893566,"2019-08-07T20:45:04","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-155.065708,19.644721,"2019-08-31T21:51","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-155.115964,19.483046,"2019-10-21T14:49","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-155.152762,19.855065,"2019-10-03T21:08","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-155.086819,19.724111,"2019-10-06T21:11","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-155.9443,19.61396,"2019-10-25T18:07","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-155.027082,19.733127,"2019-10-09T20:25","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-155.900786,19.481378,"2019-11-05","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-155.900786,19.481378,"2019-11-02","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-155.003662,19.540913,"2019-12-13T16:57:49","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-155.974304,19.702841,"2019-12-18T20:24:10","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-155.07103,19.702333,"2019-12-31T15:18:53","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-157.799601,21.315611,"2019-12-05T19:16:35","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2019
-155.081362,19.702787,"2018-01-05T11:57","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2018
-155.903098,19.470996,"2018-03-03T18:31:05","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2018
-155.903026,19.471039,"2018-03-04T18:20:43","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2018
-155.902947,19.471082,"2018-03-05T01:58:54","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2018
-154.919229,19.401688,"2018-03-06T18:23:59","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2018
-154.919235,19.401714,"2018-03-09T15:45:25","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2018
-155.131427,19.429813,"2018-03-17T19:49","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2018
-155.152298,19.854747,"2018-04-10T11:11","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2018
-155.063327,19.727692,"2018-06-07T22:44","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2018
-155.260063,19.968553,"2018-06-01T13:07","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2018
-155.037703,19.736915,"2018-08-16T00:05","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2018
-155.661274,19.028683,"2018-08-04T19:21","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2018
-155.659149,19.043966,"2018-08-05T20:27:34","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2018
-155.152569,19.719296,"2018-08-20T18:31","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2018
-155.06543,19.728403,"2018-10-18T19:57:16","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2018
-155.086819,19.724111,"2017-03-08T10:34","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2017
-154.90103,19.544187,"2017-03-21T19:59:09","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2017
-155.211539,19.430982,"2017-04-11T22:54","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2017
-155.439005,20.036845,"2017-07-30T19:26","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2017
-155.239132,19.413648,"2017-08-03T12:47","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2017
-155.0833,19.7167,"2017-08-18","Eleutherodactylus coqui Thomas, 1966","United States of America",NA,"Hawaii, Big Island, Hilo University Camp",2017
-155.0833,19.7167,"2017-08-17","Eleutherodactylus coqui Thomas, 1966","United States of America",NA,"Hawaii, Big Island, Hilo University Camp",2017
-155.830923,19.99081,"2016-04-30T13:36","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2016
-155.638918,20.040205,"2016-06-20","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2016
-154.820205,19.4999,"2016-06-29T21:54:29","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2016
-155.439063,20.035896,"2016-07-04T20:42","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2016
-154.918442,19.537408,"2016-08-17T19:59:49","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2016
-155.254539,19.423666,"2015-05-15T10:37:10","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2015
-155.57,20.12,"2015-09-17","Eleutherodactylus coqui Thomas, 1966","United States of America",NA,"Hawaii, Kukuihaele",2015
-155.57,20.12,"2015-09-17","Eleutherodactylus coqui Thomas, 1966","United States of America",NA,"Hawaii, Kukuihaele",2015
-155.57,20.12,"2015-09-17","Eleutherodactylus coqui Thomas, 1966","United States of America",NA,"Hawaii, Kukuihaele",2015
-155.57,20.12,"2015-09-17","Eleutherodactylus coqui Thomas, 1966","United States of America",NA,"Hawaii, Kukuihaele",2015
-155.57,20.12,"2015-09-17","Eleutherodactylus coqui Thomas, 1966","United States of America",NA,"Hawaii, Kukuihaele",2015
-155.57,20.12,"2015-09-17","Eleutherodactylus coqui Thomas, 1966","United States of America",NA,"Hawaii, Kukuihaele",2015
-155.571,20.1214,"2015-09-17","BOLD:ADE1167","United States of America","Hawaii","Kukuihaele",2015
-155.571,20.1214,"2015-09-17","BOLD:ADE1167","United States of America","Hawaii","Kukuihaele",2015
-155.571,20.1214,"2015-09-17","BOLD:ADE1167","United States of America","Hawaii","Kukuihaele",2015
-155.571,20.1214,"2015-09-17","BOLD:ADE1167","United States of America","Hawaii","Kukuihaele",2015
-155.571,20.1214,"2015-09-17","BOLD:ADE1167","United States of America","Hawaii","Kukuihaele",2015
-155.571,20.1214,"2015-09-17","BOLD:ADE1167","United States of America","Hawaii","Kukuihaele",2015
-155.088487,19.707094,"2015-10-08T10:28","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2015
-154.91496,19.54704,"2015-11-01","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2015
-154.91496,19.54704,"2015-11-01","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2015
-154.91496,19.54704,"2015-11-01","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2015
-154.91496,19.54704,"2015-11-01","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2015
-154.91496,19.54704,"2015-11-01","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2015
-154.91496,19.54704,"2015-11-01","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2015
-154.91496,19.54704,"2015-11-01","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2015
-154.91496,19.54704,"2015-11-01","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2015
-154.91496,19.54704,"2015-11-01","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2015
-154.91496,19.54704,"2015-11-01","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2015
-154.91496,19.54704,"2015-11-01","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2015
-154.91496,19.54704,"2015-11-01","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2015
-154.91496,19.54704,"2015-11-01","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2015
-155.08399,19.70571,"2014-05-20","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2014
-155.08399,19.70571,"2014-05-20","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2014
-155.08399,19.70571,"2014-05-20","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2014
-155.08399,19.70571,"2014-05-20","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2014
-155.08399,19.70571,"2014-05-20","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hilo",2014
-154.987748,19.34825,"2013-06-01T22:56:33","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2013
-155.9225,19.520833,"2013-07-18","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2013
-155.039638,19.735779,"2012-02-06T13:29","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii",NA,2012
-155.09263,19.68753,"2010-07-13","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hawaii, Hilo, 1190 N Kumuwaina Place",2010
-155.09263,19.68753,"2010-07-13","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hawaii, Hilo, 1190 N Kumuwaina Place",2010
-155.09263,19.68753,"2010-07-13","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hawaii, Hilo, 1190 N Kumuwaina Place",2010
-155.09263,19.68753,"2010-07-14","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hawaii, Hilo, 1190 N Kumuwaina Place",2010
-155.09263,19.68753,"2010-07-15","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hawaii, Hilo, 1190 N Kumuwaina Place",2010
-155.09263,19.68753,"2010-07-15","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hawaii, Hilo, 1190 N Kumuwaina Place",2010
-155.09263,19.68753,"2010-07-13","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hawaii, Hilo, 1190 N Kumuwaina Place",2010
-155.09263,19.68753,"2010-07-15","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hawaii, Hilo, 1190 N Kumuwaina Place",2010
-155.09263,19.68753,"2010-07-14","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hawaii, Hilo, 1190 N Kumuwaina Place",2010
-155.09263,19.68753,"2010-07-15","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hawaii, Hilo, 1190 N Kumuwaina Place",2010
-155.09263,19.68753,"2010-07-15","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hawaii, Hilo, 1190 N Kumuwaina Place",2010
-155.09263,19.68753,"2010-07-13","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hawaii, Hilo, 1190 N Kumuwaina Place",2010
-155.09263,19.68753,"2010-07-13","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hawaii, Hilo, 1190 N Kumuwaina Place",2010
-155.09263,19.68753,"2010-07-15","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hawaii, Hilo, 1190 N Kumuwaina Place",2010
-155.09263,19.68753,"2010-07-13","Eleutherodactylus coqui Thomas, 1966","United States of America","Hawaii","Hawaii, Hilo, 1190 N Kumuwaina Place",2010
